id,age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism,recidivism_pred,prediction_probability
2806,18-24,Male,Turk,Rent,False,False,True,True,True,False,True,False,False,False,False,Literate without schooling,Married,Retired,2,1,2,1,54.01
2807,35-44,Male,Turk,Houseowner,False,True,True,True,True,False,False,False,True,False,False,High School,Single,Student,4,2,2,2,82.4
2808,35-44,Male,Other,Rent,False,True,True,False,False,False,True,False,True,False,False,Literate without schooling,Single,Retired,1,4,2,2,82.74
2809,18-24,Male,Turk,Homeless,False,True,False,True,True,False,False,False,True,True,False,Middle School,Married,Unemployed,3,1,2,2,77.07
2810,35-44,Male,Turk,Houseowner,True,True,True,False,True,False,False,False,True,True,False,High School,Single,Unemployed,7,2,2,2,99.61
2811,45-54,Male,Turk,Rent,True,True,True,True,True,False,True,False,False,True,False,High School,Single,Unemployed,6,0,2,2,88.77
2812,25-34,Male,Turk,Rent,True,True,True,True,True,False,False,False,False,True,False,Middle School,Divorced,Employed,1,5,2,2,78.67
2813,35-44,Male,Turk,Rent,False,False,True,True,False,True,True,True,True,False,True,Middle School,Single,Retired,6,2,2,2,100.0
2814,12-14,Female,Other,Homeless,False,True,False,False,False,False,False,True,False,False,False,Literate without schooling,Single,Student,0,3,2,2,83.45
2815,18-24,Male,Turk,Rent,False,False,False,True,True,False,True,True,True,False,False,Middle School,Single,Unemployed,5,0,2,2,90.39
2816,18-24,Male,Turk,Rent,False,False,True,False,True,False,False,False,True,True,True,Illiterate,Single,Student,4,3,2,2,87.53
2817,35-44,Male,Turk,Homeless,False,False,True,False,True,False,False,False,False,True,False,Primary School,Married,Student,2,4,2,2,86.81
2818,25-34,Male,Other,Rent,True,False,False,True,True,True,True,False,True,True,False,Illiterate,Married,Employed,5,1,2,2,88.4
2819,25-34,Male,Turk,Homeless,False,True,False,False,False,False,True,True,False,False,True,High School,Single,Retired,1,6,2,2,97.43
2820,15-17,Male,Other,Homeless,False,False,True,True,False,False,False,False,True,False,False,Primary School,Single,Student,0,2,2,1,66.06
2821,35-44,Male,Other,Homeless,False,True,False,False,True,False,True,False,False,False,False,High School,Single,Unemployed,3,0,2,1,64.38
2822,35-44,Male,Turk,Homeless,False,True,False,False,True,True,True,False,False,True,False,High School,Single,Student,1,2,2,2,90.39
2823,25-34,Male,Turk,Houseowner,False,True,True,True,True,False,True,True,False,True,True,Illiterate,Single,Employed,2,4,2,2,76.81
2824,25-34,Female,Turk,Houseowner,False,True,True,True,True,False,False,True,True,False,False,High School,Divorced,Unemployed,3,3,2,2,90.19
2825,35-44,Male,Turk,Homeless,False,True,False,True,True,False,False,True,False,False,True,Primary School,Single,Unemployed,6,0,2,2,67.03
2826,18-24,Male,Turk,Houseowner,False,False,True,True,False,False,True,True,False,False,False,Middle School,Married,Student,3,2,2,2,85.06
2827,45-54,Male,Turk,Rent,False,True,False,False,False,True,True,False,False,True,False,Middle School,Married,Student,3,3,2,2,84.73
2828,65+,Female,Turk,Rent,True,True,True,True,True,False,True,False,False,False,False,Primary School,Single,Employed,1,5,2,2,93.83
2829,18-24,Male,Other,Rent,False,True,True,True,True,False,True,True,True,False,True,Middle School,Married,Student,4,1,2,1,61.45
2830,25-34,Male,Other,Rent,True,True,True,True,True,False,False,False,True,False,False,High School,Married,Student,3,3,2,2,82.82
2831,25-34,Male,Other,Houseowner,False,True,False,True,True,False,True,True,False,False,True,High School,Single,Student,5,2,2,2,82.17
2832,35-44,Male,Turk,Rent,False,True,False,False,True,False,True,False,True,True,True,Middle School,Single,Employed,6,4,2,2,96.62
2833,35-44,Male,Other,Houseowner,False,False,True,False,False,False,True,False,False,True,False,High School,Married,Unemployed,6,2,2,2,99.62
2834,25-34,Male,Other,Houseowner,True,True,False,True,False,False,True,False,False,False,True,Illiterate,Single,Unemployed,4,1,2,1,67.27
2835,25-34,Male,Turk,Rent,False,True,True,False,True,False,True,False,True,False,False,High School,Divorced,Retired,1,4,2,2,87.74
2836,45-54,Male,Turk,Rent,False,True,True,False,False,False,True,True,False,False,False,High School,Married,Student,4,3,2,2,99.62
2837,45-54,Male,Turk,Houseowner,True,False,True,False,False,False,True,False,True,True,True,High School,Single,Student,7,5,2,2,100.0
2838,25-34,Male,Other,Rent,False,True,True,False,False,False,True,False,False,False,False,Middle School,Single,Retired,5,1,2,2,62.71
2839,18-24,Male,Turk,Rent,True,False,True,True,True,True,True,True,True,True,False,Middle School,Married,Student,3,2,2,2,85.15
2840,35-44,Male,Turk,Rent,False,False,True,True,False,False,False,False,False,True,False,Middle School,Married,Student,7,2,2,2,99.61
2841,15-17,Male,Other,Homeless,False,False,False,False,False,True,False,True,False,False,False,Illiterate,Single,Employed,0,2,2,2,86.61
2842,25-34,Male,Turk,Rent,False,False,True,True,False,False,False,False,False,True,True,Literate without schooling,Married,Unemployed,5,3,2,2,92.75
2843,35-44,Male,Turk,Rent,False,True,True,False,False,False,True,True,True,True,False,Primary School,Divorced,Student,6,2,2,2,94.5
2844,45-54,Male,Turk,Rent,True,False,False,True,True,False,False,True,True,False,True,Middle School,Single,Unemployed,8,3,2,2,99.61
2845,25-34,Male,Turk,Houseowner,True,False,True,True,True,False,False,False,False,False,False,Primary School,Single,Retired,3,4,2,2,90.7
2846,25-34,Male,Turk,Houseowner,False,True,True,True,False,False,False,False,False,True,False,Primary School,Single,Retired,2,5,2,2,91.19
2847,35-44,Male,Other,Rent,False,True,False,True,False,False,False,False,False,False,False,Primary School,Married,Retired,7,1,2,2,86.11
2848,18-24,Male,Turk,Rent,True,False,False,False,True,True,True,False,True,True,False,Bachelor’s Degree,Single,Student,6,1,2,2,99.09
2849,25-34,Male,Turk,Rent,True,True,False,True,True,False,False,True,True,False,False,Middle School,Single,Unemployed,4,3,2,2,92.68
2850,45-54,Male,Turk,Homeless,False,False,False,True,False,False,True,False,False,False,False,Primary School,Married,Student,3,2,2,2,68.08
2851,18-24,Male,Other,Rent,False,False,True,False,True,False,True,False,False,True,False,High School,Single,Student,3,2,2,2,73.05
2852,18-24,Female,Turk,Rent,True,True,True,True,False,False,False,False,True,False,True,Middle School,Single,Unemployed,5,2,2,2,83.71
2853,18-24,Male,Turk,Houseowner,True,True,False,False,False,False,False,False,True,True,False,Primary School,Single,Student,6,3,2,2,98.89
2854,25-34,Male,Other,Rent,True,False,False,True,True,False,True,True,False,True,False,Primary School,Single,Unemployed,1,5,2,2,84.02
2855,35-44,Female,Turk,Rent,True,True,True,True,True,False,True,False,False,False,True,Primary School,Married,Unemployed,5,1,2,2,70.92
2856,35-44,Male,Turk,Houseowner,True,False,True,False,True,True,True,False,True,False,False,Primary School,Single,Student,3,2,2,2,73.82
2857,55-64,Male,Turk,Rent,False,True,False,True,True,False,False,False,True,False,False,Middle School,Single,Unemployed,6,1,2,2,91.77
2858,35-44,Male,Turk,Rent,False,True,True,False,True,False,False,False,False,False,True,Illiterate,Married,Unemployed,3,2,2,2,85.06
2859,15-17,Female,Other,Homeless,False,False,False,False,False,True,False,True,False,False,False,Illiterate,Single,Student,0,2,2,2,88.97
2860,35-44,Male,Turk,Rent,False,False,False,False,False,False,True,True,False,False,False,Middle School,Single,Unemployed,3,4,2,2,92.71
2861,25-34,Male,Other,Homeless,False,False,False,True,False,False,True,False,True,False,True,Primary School,Single,Retired,0,6,2,2,97.66
2862,25-34,Male,Other,Rent,False,True,True,False,True,True,True,True,True,False,False,Primary School,Divorced,Employed,4,0,2,2,69.76
2863,35-44,Male,Other,Houseowner,True,True,True,True,True,True,True,False,False,True,False,Illiterate,Married,Employed,1,2,2,2,91.58
2864,18-24,Male,Other,Rent,False,False,False,False,True,False,True,False,False,True,False,Primary School,Single,Unemployed,1,3,2,2,88.31
2865,18-24,Female,Turk,Homeless,True,False,True,False,True,False,False,False,True,False,False,Literate without schooling,Single,Student,3,2,2,2,57.88
2866,35-44,Male,Turk,Rent,False,True,True,False,True,False,False,False,False,True,False,Illiterate,Single,Student,5,1,2,2,88.14
2867,55-64,Male,Turk,Rent,False,False,True,True,True,False,True,True,False,False,False,Primary School,Single,Unemployed,3,2,2,2,80.17
2868,12-14,Male,Other,Homeless,False,False,False,False,False,False,False,False,False,False,False,Illiterate,Single,Student,0,2,2,2,83.72
2869,12-14,Male,Other,Homeless,False,False,True,False,False,False,False,True,False,False,False,Primary School,Single,Student,0,3,2,2,85.53
2870,35-44,Male,Turk,Houseowner,False,False,True,True,True,False,True,True,False,False,False,High School,Married,Employed,3,4,2,2,99.62
2871,25-34,Female,Turk,Rent,False,True,False,False,True,True,True,False,False,True,False,Middle School,Single,Employed,3,3,2,2,84.27
2872,25-34,Male,Turk,Homeless,False,True,False,False,True,False,False,True,True,False,False,Primary School,Single,Unemployed,2,3,2,2,80.07
2873,25-34,Male,Turk,Homeless,True,False,True,True,True,False,True,True,False,True,False,Primary School,Single,Unemployed,4,1,2,2,73.79
2874,25-34,Male,Other,Houseowner,False,True,False,False,True,True,True,True,False,False,True,High School,Married,Student,3,3,2,2,90.6
2875,18-24,Male,Turk,Rent,False,False,True,False,True,False,True,True,False,True,True,Middle School,Married,Employed,2,6,2,2,86.09
2876,35-44,Male,Turk,Houseowner,True,False,True,True,False,False,True,True,False,False,True,Middle School,Divorced,Student,3,5,2,2,94.16
2877,25-34,Male,Turk,Rent,False,True,True,False,True,False,False,False,False,False,False,Middle School,Single,Employed,3,3,2,2,93.15
2878,25-34,Male,Turk,Rent,False,True,True,True,False,False,True,True,False,True,False,Middle School,Single,Employed,0,6,2,2,93.5
2879,18-24,Female,Turk,Rent,True,False,True,True,False,False,True,True,False,False,False,Middle School,Single,Employed,4,3,2,2,98.71
2880,25-34,Male,Other,Rent,False,False,False,False,True,False,True,True,False,True,True,Primary School,Divorced,Student,5,4,2,2,74.1
2881,18-24,Male,Turk,Rent,False,True,False,True,True,True,True,False,False,True,True,High School,Married,Employed,3,2,2,2,79.89
2882,35-44,Female,Turk,Houseowner,True,True,True,True,True,False,False,False,False,False,True,Primary School,Divorced,Retired,3,5,2,2,96.27
2883,35-44,Male,Turk,Houseowner,False,True,False,True,False,True,True,True,False,True,True,High School,Married,Student,4,4,2,2,98.28
2884,25-34,Male,Other,Rent,False,True,False,False,False,False,False,False,False,False,True,Middle School,Single,Retired,7,3,2,2,99.61
2885,35-44,Male,Turk,Houseowner,True,True,True,True,False,False,True,True,False,True,False,Primary School,Married,Student,5,3,2,2,94.95
2886,35-44,Female,Turk,Houseowner,False,False,False,True,True,False,False,True,False,False,False,Primary School,Married,Unemployed,4,4,2,2,99.62
2887,25-34,Male,Turk,Rent,False,True,True,False,True,False,True,False,False,False,True,Literate without schooling,Married,Unemployed,2,2,2,2,81.04
2888,35-44,Male,Other,Houseowner,True,False,True,False,True,False,True,False,False,False,True,Primary School,Single,Student,6,2,2,2,95.35
2889,25-34,Male,Turk,Homeless,False,False,False,True,False,False,True,True,False,False,False,Literate without schooling,Divorced,Unemployed,1,2,2,2,83.74
2890,45-54,Male,Other,Rent,True,True,False,True,False,False,True,False,True,True,False,High School,Single,Unemployed,5,3,2,2,93.3
2891,18-24,Male,Other,Houseowner,True,True,True,False,False,False,False,False,False,True,False,Primary School,Single,Retired,5,3,2,2,86.86
2892,25-34,Female,Turk,Homeless,False,True,False,False,False,False,True,False,False,True,False,Primary School,Married,Student,5,2,2,2,90.79
2893,18-24,Female,Turk,Homeless,True,True,True,True,True,False,True,False,False,True,False,Middle School,Married,Retired,4,1,2,2,84.21
2894,18-24,Female,Turk,Homeless,True,False,False,True,True,False,True,False,False,True,True,Primary School,Single,Employed,3,4,2,2,77.12
2895,18-24,Female,Turk,Rent,True,True,True,True,True,False,True,False,True,False,False,High School,Married,Retired,4,2,2,2,84.86
2896,25-34,Male,Turk,Rent,False,False,False,True,True,False,True,True,False,False,False,Primary School,Single,Student,4,2,2,2,80.73
2897,25-34,Female,Turk,Rent,False,False,True,False,False,False,False,False,False,True,False,Primary School,Single,Unemployed,3,5,2,2,93.85
2898,18-24,Female,Turk,Homeless,False,True,False,True,False,False,True,False,True,False,False,High School,Married,Retired,2,3,2,2,86.25
2899,25-34,Male,Turk,Homeless,False,False,True,True,False,False,True,True,True,False,True,Middle School,Single,Retired,8,1,2,2,91.44
2900,35-44,Male,Turk,Houseowner,True,True,True,False,True,True,True,True,False,False,False,Primary School,Single,Retired,2,3,2,2,83.66
2901,35-44,Male,Turk,Rent,True,False,True,True,True,False,True,True,False,False,False,Literate without schooling,Single,Student,5,1,2,2,83.36
2902,25-34,Male,Turk,Rent,False,False,True,False,True,False,True,False,False,False,False,High School,Single,Unemployed,4,1,2,2,84.54
2903,12-14,Male,Other,Homeless,False,False,False,False,False,True,False,False,False,False,False,Literate without schooling,Single,Student,0,1,2,2,57.73
2904,25-34,Male,Other,Rent,True,False,False,False,False,True,True,False,False,False,False,Bachelor’s Degree,Single,Employed,7,1,2,2,97.84
2905,35-44,Female,Turk,Rent,False,False,True,True,False,False,False,True,True,False,False,Primary School,Single,Unemployed,4,4,2,2,99.62
2906,12-14,Male,Other,Homeless,False,True,False,False,False,False,False,True,False,False,False,Illiterate,Single,Student,0,2,2,2,79.06
2907,35-44,Male,Turk,Rent,False,True,True,True,True,True,False,True,True,False,False,Primary School,Single,Retired,2,3,2,2,65.89
2908,45-54,Male,Other,Rent,False,True,False,True,True,False,True,True,False,False,False,Middle School,Married,Student,4,2,2,2,80.66
2909,45-54,Male,Other,Rent,False,False,True,False,False,True,False,False,False,False,True,Illiterate,Single,Employed,5,2,2,2,97.76
2910,45-54,Male,Other,Rent,True,False,False,True,False,True,True,False,False,False,False,High School,Single,Employed,2,4,2,2,84.72
2911,45-54,Male,Turk,Houseowner,True,True,False,True,True,True,False,True,False,False,False,Primary School,Single,Employed,1,5,2,2,93.36
2912,25-34,Male,Other,Houseowner,False,True,False,True,True,False,False,False,False,False,False,High School,Married,Unemployed,2,3,2,2,96.05
2913,45-54,Male,Turk,Houseowner,False,False,False,True,True,False,True,False,False,False,True,Literate without schooling,Married,Unemployed,2,4,2,2,94.1
2914,18-24,Male,Turk,Rent,False,False,False,True,True,False,False,False,False,True,True,Illiterate,Married,Employed,5,3,2,2,91.58
2915,35-44,Female,Turk,Houseowner,False,True,True,True,False,False,True,False,False,False,True,Middle School,Married,Unemployed,2,4,2,2,100.0
2916,15-17,Male,Turk,Houseowner,False,True,False,True,True,False,True,False,True,False,False,Illiterate,Single,Employed,0,2,2,1,56.74
2917,25-34,Male,Other,Rent,False,False,True,True,True,True,True,True,False,True,True,Bachelor’s Degree,Single,Student,5,2,2,2,90.73
2918,25-34,Male,Other,Rent,False,True,False,True,True,False,True,False,True,True,False,Primary School,Married,Student,3,3,2,2,66.25
2919,25-34,Male,Turk,Houseowner,True,False,False,True,True,True,True,True,True,False,True,Middle School,Single,Unemployed,4,3,2,2,98.71
2920,25-34,Female,Turk,Houseowner,True,False,True,True,False,False,True,False,False,True,False,Literate without schooling,Single,Unemployed,4,3,2,2,91.18
2921,45-54,Male,Other,Houseowner,False,True,False,True,False,False,True,False,False,False,False,Primary School,Single,Unemployed,1,3,2,2,95.06
2922,65+,Male,Other,Rent,True,False,False,True,True,False,True,True,True,False,False,High School,Married,Unemployed,4,5,2,2,100.0
2923,25-34,Male,Other,Houseowner,True,False,False,True,True,False,True,False,True,False,False,Primary School,Single,Unemployed,4,2,2,2,84.88
2924,35-44,Male,Other,Rent,False,True,True,False,True,False,False,False,True,False,True,Literate without schooling,Married,Unemployed,2,4,2,2,94.15
2925,25-34,Male,Turk,Houseowner,True,False,True,True,True,True,False,False,False,True,False,Literate without schooling,Single,Unemployed,4,1,2,2,85.65
2926,35-44,Male,Other,Rent,True,True,False,False,False,False,False,False,False,False,True,Literate without schooling,Married,Unemployed,7,2,2,2,99.19
2927,25-34,Male,Other,Homeless,True,False,True,False,False,True,False,True,False,False,False,Middle School,Single,Student,5,1,2,2,84.29
2928,25-34,Female,Turk,Rent,True,True,False,False,False,False,False,False,True,False,False,Middle School,Single,Unemployed,5,4,2,2,99.62
2929,25-34,Male,Turk,Rent,False,False,True,False,False,False,False,True,False,False,True,Middle School,Single,Student,9,2,2,2,99.61
2930,18-24,Male,Turk,Rent,False,False,True,True,False,True,False,False,False,False,False,Middle School,Married,Unemployed,0,2,2,2,98.7
2931,18-24,Male,Other,Rent,True,True,False,True,True,False,True,False,False,True,False,Primary School,Married,Retired,4,2,2,2,83.91
2932,55-64,Female,Other,Rent,True,False,False,False,True,False,False,False,False,False,False,Primary School,Single,Retired,6,5,2,2,96.94
2933,12-14,Female,Turk,Homeless,False,True,True,False,False,False,True,False,True,False,True,Illiterate,Single,Employed,0,3,2,2,88.83
2934,35-44,Male,Turk,Rent,True,False,True,False,False,False,True,False,True,False,False,Illiterate,Married,Student,4,3,2,2,99.62
2935,35-44,Female,Turk,Rent,False,True,True,False,False,False,True,False,False,False,False,Literate without schooling,Single,Student,2,3,2,2,94.68
2936,45-54,Male,Turk,Homeless,True,True,True,True,False,False,True,True,False,False,False,Primary School,Married,Retired,3,3,2,2,85.92
2937,35-44,Male,Turk,Rent,True,False,True,True,False,True,True,True,False,False,True,Middle School,Single,Student,1,5,2,2,95.98
2938,35-44,Male,Other,Rent,False,True,False,False,True,True,False,True,True,False,False,Literate without schooling,Single,Unemployed,4,1,2,2,78.96
2939,18-24,Male,Turk,Houseowner,False,True,False,False,False,True,True,True,True,False,True,Primary School,Single,Retired,4,3,2,2,89.33
2940,35-44,Male,Turk,Homeless,False,True,True,True,False,False,False,True,True,True,False,High School,Married,Student,4,4,2,2,95.33
2941,18-24,Female,Turk,Rent,True,True,False,False,False,True,True,False,False,False,False,Primary School,Single,Student,3,1,2,2,58.09
2942,35-44,Male,Other,Rent,False,True,False,False,True,True,False,False,False,False,False,Primary School,Single,Retired,2,3,2,2,84.82
2943,18-24,Male,Other,Houseowner,False,True,False,True,True,False,False,False,False,False,False,Middle School,Single,Employed,3,2,2,2,66.26
2944,12-14,Male,Turk,Rent,False,False,False,True,False,True,True,False,False,False,True,Literate without schooling,Single,Student,0,2,2,2,78.83
2945,35-44,Male,Turk,Rent,False,False,True,True,True,True,True,True,False,False,True,High School,Single,Retired,5,2,2,2,93.96
2946,25-34,Female,Other,Rent,False,True,True,True,False,False,True,True,False,False,False,Illiterate,Single,Employed,3,2,2,2,86.66
2947,35-44,Male,Turk,Rent,False,False,False,True,True,False,True,False,True,False,False,Literate without schooling,Divorced,Employed,3,3,2,2,77.96
2948,18-24,Male,Other,Homeless,False,False,True,False,True,False,True,True,True,False,False,High School,Divorced,Employed,4,1,2,2,64.09
2949,45-54,Female,Other,Houseowner,False,True,False,True,True,False,True,True,False,False,True,Illiterate,Single,Unemployed,0,5,2,2,99.1
2950,45-54,Male,Turk,Rent,False,True,False,True,False,True,True,True,True,False,True,Middle School,Married,Student,6,2,2,2,99.61
2951,18-24,Male,Turk,Rent,False,True,False,False,True,False,True,True,False,True,False,Bachelor’s Degree,Single,Employed,5,3,2,2,99.62
2952,35-44,Male,Other,Homeless,True,False,False,True,False,True,True,True,False,False,True,Middle School,Single,Employed,4,3,2,2,93.01
2953,35-44,Male,Turk,Homeless,False,True,False,True,False,True,True,True,False,False,False,Primary School,Divorced,Employed,2,1,2,2,59.66
2954,45-54,Male,Turk,Houseowner,False,True,False,True,False,False,True,True,False,True,True,Middle School,Single,Unemployed,4,5,2,2,99.62
2955,25-34,Male,Other,Houseowner,False,True,False,False,False,False,False,False,False,False,True,Illiterate,Single,Retired,6,3,2,2,97.53
2956,35-44,Female,Other,Homeless,False,True,True,False,False,False,True,False,True,False,True,Illiterate,Single,Employed,3,3,2,2,87.29
2957,25-34,Male,Turk,Houseowner,True,True,True,True,True,True,True,True,False,False,True,Primary School,Married,Retired,3,3,2,2,92.64
2958,25-34,Male,Turk,Rent,True,True,True,False,True,True,True,False,True,True,False,Middle School,Married,Unemployed,3,2,2,2,82.39
2959,12-14,Female,Other,Houseowner,False,False,True,True,False,False,False,False,False,False,False,Illiterate,Single,Student,0,3,2,2,95.03
2960,25-34,Female,Turk,Houseowner,False,False,False,False,True,False,True,False,True,False,False,Illiterate,Single,Unemployed,3,3,2,2,86.1
2961,35-44,Male,Other,Rent,False,True,True,False,False,False,True,True,True,False,False,Literate without schooling,Married,Retired,2,5,2,2,83.73
2962,35-44,Female,Other,Rent,False,True,True,True,True,True,True,True,True,True,True,Primary School,Married,Retired,4,4,2,2,86.2
2963,55-64,Female,Turk,Rent,False,False,False,False,True,True,True,True,False,False,False,Bachelor’s Degree,Single,Unemployed,3,4,2,2,91.66
2964,25-34,Male,Other,Rent,False,True,True,True,False,False,True,True,False,True,False,Literate without schooling,Single,Unemployed,4,1,2,2,82.28
2965,25-34,Male,Turk,Rent,False,True,False,True,False,False,False,True,False,False,False,Primary School,Married,Unemployed,5,2,2,2,95.17
2966,35-44,Male,Other,Homeless,True,False,False,True,False,False,False,False,True,False,False,Illiterate,Married,Unemployed,4,2,2,2,89.09
2967,18-24,Male,Turk,Houseowner,False,True,True,False,False,False,True,False,True,False,True,High School,Single,Unemployed,4,2,2,2,84.73
2968,45-54,Male,Turk,Rent,True,True,False,True,True,False,False,False,True,False,True,High School,Single,Unemployed,5,4,2,2,100.0
2969,25-34,Male,Turk,Houseowner,False,False,False,True,False,False,False,False,True,False,False,Primary School,Divorced,Employed,5,4,2,2,99.62
2970,35-44,Male,Turk,Rent,False,False,False,True,False,False,True,False,False,True,False,Middle School,Single,Retired,4,5,2,2,99.19
2971,18-24,Male,Turk,Houseowner,False,False,True,True,False,False,True,False,True,False,False,Primary School,Single,Unemployed,3,1,2,1,51.55
2972,35-44,Male,Turk,Rent,True,False,False,False,True,False,True,True,True,False,False,Middle School,Single,Unemployed,6,3,2,2,100.0
2973,18-24,Male,Other,Houseowner,True,False,True,True,False,False,True,False,True,False,False,Middle School,Single,Employed,2,4,2,2,93.89
2974,25-34,Male,Turk,Houseowner,True,True,True,True,False,False,True,False,True,False,True,Primary School,Married,Employed,6,3,2,2,99.62
2975,35-44,Male,Other,Homeless,False,True,True,False,True,False,False,False,True,False,True,High School,Single,Retired,1,6,2,2,98.05
2976,25-34,Male,Other,Houseowner,True,False,False,False,True,True,True,False,False,False,True,Primary School,Divorced,Student,3,3,2,2,81.17
2977,35-44,Male,Turk,Rent,False,False,False,False,True,True,False,False,False,False,False,High School,Single,Unemployed,1,4,2,2,100.0
2978,15-17,Male,Other,Houseowner,False,True,True,False,False,False,True,False,False,False,False,Illiterate,Single,Employed,0,2,2,2,68.16
2979,25-34,Male,Other,Rent,False,True,True,False,True,False,False,True,True,False,True,Middle School,Married,Student,8,2,2,2,99.61
2980,18-24,Male,Other,Rent,True,False,True,False,True,False,False,True,True,True,False,Primary School,Married,Employed,5,5,2,2,98.67
2981,25-34,Female,Other,Houseowner,False,True,False,True,False,True,False,False,False,False,False,High School,Single,Student,4,2,2,2,86.91
2982,25-34,Male,Turk,Houseowner,True,True,True,False,True,True,False,False,True,True,False,Middle School,Single,Student,3,4,2,2,89.97
2983,25-34,Male,Turk,Houseowner,False,False,False,False,True,True,False,False,False,True,False,Illiterate,Married,Unemployed,4,2,2,2,90.14
2984,25-34,Male,Other,Houseowner,False,True,False,False,False,False,True,False,False,True,False,Literate without schooling,Single,Unemployed,3,3,2,2,81.13
2985,35-44,Male,Other,Rent,True,True,False,False,True,False,True,False,False,False,True,Literate without schooling,Divorced,Unemployed,1,4,2,2,90.17
2986,25-34,Male,Other,Homeless,True,True,True,True,True,True,False,False,True,False,False,Middle School,Married,Unemployed,1,1,2,2,87.54
2987,35-44,Male,Other,Homeless,True,False,True,True,False,False,True,False,False,True,True,Literate without schooling,Single,Employed,5,3,2,2,90.17
2988,45-54,Male,Turk,Rent,False,True,True,False,False,False,True,False,True,False,False,High School,Married,Student,6,2,2,2,99.62
2989,35-44,Female,Turk,Rent,False,True,False,True,False,False,False,False,True,False,False,Middle School,Married,Retired,5,5,2,2,99.62
2990,18-24,Male,Other,Houseowner,False,True,False,True,True,False,True,False,True,True,False,Primary School,Single,Student,3,2,2,1,54.61
2991,25-34,Female,Turk,Houseowner,True,True,False,True,True,False,True,False,False,True,True,Primary School,Single,Unemployed,7,2,2,2,99.62
2992,35-44,Male,Turk,Houseowner,True,True,False,False,True,False,True,True,True,True,True,Middle School,Single,Unemployed,6,5,2,2,100.0
2993,25-34,Male,Turk,Houseowner,True,True,True,True,True,False,True,False,True,True,False,High School,Single,Unemployed,2,4,2,2,93.13
2994,25-34,Male,Turk,Houseowner,False,True,True,False,True,False,True,False,False,True,True,Primary School,Single,Retired,6,3,2,2,93.31
2995,35-44,Male,Turk,Rent,False,False,True,True,True,True,False,False,True,False,True,Primary School,Divorced,Retired,4,3,2,2,86.43
2996,25-34,Male,Other,Rent,True,True,True,True,False,False,True,True,False,False,False,Primary School,Single,Unemployed,4,1,2,2,79.0
2997,35-44,Male,Turk,Homeless,True,False,True,True,False,False,False,False,False,False,True,High School,Married,Student,6,3,2,2,99.62
2998,18-24,Male,Turk,Rent,False,True,False,False,True,False,False,False,True,True,False,Illiterate,Single,Student,3,3,2,2,92.68
2999,35-44,Male,Turk,Rent,True,True,True,False,False,False,True,True,True,False,True,Literate without schooling,Single,Unemployed,4,4,2,2,98.71
3000,25-34,Male,Turk,Houseowner,True,False,True,False,False,False,True,True,False,False,False,Illiterate,Single,Employed,4,4,2,2,98.56
3001,25-34,Male,Turk,Rent,True,True,True,True,True,False,True,False,True,False,True,Primary School,Married,Employed,9,0,2,2,57.17
3002,25-34,Female,Turk,Homeless,True,True,True,False,False,False,False,False,True,False,False,Primary School,Married,Employed,6,3,2,2,99.62
3003,18-24,Male,Turk,Houseowner,True,False,True,True,False,False,True,False,True,True,False,Literate without schooling,Divorced,Unemployed,5,1,2,2,97.11
3004,35-44,Male,Turk,Houseowner,True,False,True,False,False,False,True,True,False,True,False,Middle School,Married,Unemployed,5,5,2,2,100.0
3005,18-24,Female,Turk,Homeless,True,True,True,True,False,False,False,True,False,True,False,Middle School,Single,Employed,5,3,2,2,92.35
3006,45-54,Female,Other,Rent,True,False,True,False,True,True,False,False,False,False,False,High School,Single,Unemployed,5,2,2,2,88.14
3007,25-34,Male,Turk,Rent,True,True,True,True,False,False,True,False,False,False,False,Primary School,Married,Student,2,3,2,2,90.53
3008,18-24,Male,Turk,Rent,True,True,True,False,True,False,False,False,True,True,True,High School,Divorced,Retired,5,5,2,2,95.75
3009,35-44,Male,Turk,Houseowner,False,False,True,False,True,False,False,False,False,False,True,Primary School,Married,Unemployed,3,5,2,2,97.96
3010,35-44,Male,Other,Rent,True,True,True,True,False,False,True,False,True,False,False,Middle School,Single,Retired,3,4,2,2,92.64
3011,25-34,Male,Turk,Rent,False,True,True,False,True,False,False,True,True,True,False,Literate without schooling,Single,Student,10,0,2,2,78.85
3012,35-44,Male,Other,Rent,True,False,False,True,True,False,True,False,False,False,True,Middle School,Single,Unemployed,3,4,2,2,94.87
3013,35-44,Female,Other,Rent,True,False,True,True,False,False,True,False,False,False,False,Primary School,Single,Student,4,3,2,2,94.68
3014,35-44,Female,Turk,Rent,False,False,False,True,True,False,True,True,True,False,True,Middle School,Single,Unemployed,7,3,2,2,100.0
3015,35-44,Male,Turk,Houseowner,False,True,False,True,True,False,True,False,True,True,False,Primary School,Single,Retired,3,5,2,2,94.75
3016,18-24,Male,Turk,Houseowner,False,True,False,True,True,False,True,False,False,True,False,Middle School,Married,Employed,6,1,2,2,100.0
3017,35-44,Male,Turk,Rent,False,True,True,True,True,False,True,True,False,False,False,Literate without schooling,Single,Retired,2,3,2,2,87.74
