id,age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism,recidivism_pred,prediction_probability,mitigations,qualifiers,mental_disorder_partially,deaf_15-17,unjust_provocation_moderate,unjust_provocation_mild,age_15-17,age_12-14,discretionary_mitigation,deaf_18-21,unjust_provocation_severe,failed_crime,femicide,tradition,premeditated_kill,relative,to_cover_another_crime,blood_feud,public_servant,monstrous,destructive,child
2645,18-24,Male,Turk,Houseowner,False,True,False,True,False,False,True,False,False,False,False,High School,Single,Unemployed,1,1,2,2,60.43,['unjust_provocation_mild'],['blood_feud'],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2646,15-17,Male,Other,Rent,False,True,False,False,False,True,False,False,False,False,False,Primary School,Single,Student,0,1,2,2,52.22,"['age_15-17', 'unjust_provocation_severe']",[],False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2647,12-14,Female,Other,Homeless,False,False,False,True,False,False,False,True,False,False,False,Illiterate,Single,Student,0,2,2,2,56.45,['age_12-14'],['monstrous'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2648,12-14,Female,Other,Homeless,False,False,True,False,False,False,False,True,False,False,False,Illiterate,Single,Student,0,2,2,2,84.07,"['age_12-14', 'discretionary_mitigation']",[],False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2649,12-14,Female,Other,Homeless,False,True,False,False,False,False,False,False,False,False,False,Illiterate,Single,Student,0,1,2,2,54.76,['age_12-14'],['child'],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2650,25-34,Male,Turk,Houseowner,True,False,True,True,True,True,False,False,True,False,False,Middle School,Single,Employed,5,1,2,2,77.84,[],['to_cover_another_crime'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2651,25-34,Male,Other,Houseowner,False,False,True,False,False,True,False,True,False,False,False,High School,Divorced,Unemployed,1,3,2,2,92.26,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2652,18-24,Male,Other,Houseowner,True,False,True,True,True,False,True,True,True,False,False,Middle School,Married,Student,0,4,2,2,90.07,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2653,25-34,Male,Other,Rent,True,True,False,False,True,False,True,True,False,False,False,Bachelor’s Degree,Married,Student,5,2,2,2,89.49,['unjust_provocation_moderate'],['tradition'],False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2654,25-34,Male,Other,Rent,False,True,True,True,True,False,True,False,False,False,True,Literate without schooling,Single,Employed,1,2,2,2,63.95,['mental_disorder_partially'],[],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2655,45-54,Male,Other,Rent,False,True,False,True,False,False,False,False,True,False,True,High School,Divorced,Student,5,3,2,2,79.65,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2656,25-34,Male,Turk,Houseowner,True,True,True,True,False,True,False,True,False,False,False,Primary School,Single,Employed,3,2,2,2,69.07,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2657,25-34,Male,Turk,Rent,False,False,True,False,False,False,True,True,True,True,True,Middle School,Divorced,Retired,7,4,2,2,96.9,['unjust_provocation_mild'],['premeditated_kill'],False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2658,45-54,Male,Turk,Houseowner,False,True,False,False,True,False,True,True,False,False,False,Primary School,Married,Student,3,3,2,2,83.81,['mental_disorder_partially'],['child'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2659,25-34,Male,Turk,Rent,True,True,False,True,False,False,False,False,False,False,False,Literate without schooling,Single,Employed,3,3,2,2,73.69,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2660,15-17,Male,Turk,Houseowner,False,True,True,False,False,False,False,False,True,False,False,Illiterate,Single,Employed,0,3,2,2,84.91,"['age_15-17', 'unjust_provocation_mild']",['monstrous'],False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2661,25-34,Male,Turk,Houseowner,True,False,True,True,True,False,False,True,False,True,False,Primary School,Married,Student,7,2,2,2,94.28,"['mental_disorder_partially', 'unjust_provocation_mild']",[],True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2662,25-34,Male,Turk,Rent,True,True,True,True,True,False,True,False,False,False,False,Middle School,Married,Student,1,2,2,2,75.77,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2663,25-34,Female,Turk,Rent,False,False,True,True,False,False,False,True,True,False,False,Middle School,Married,Unemployed,2,5,2,2,89.44,['unjust_provocation_moderate'],['premeditated_kill'],False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2664,25-34,Male,Turk,Houseowner,False,False,True,True,False,False,False,True,True,False,False,High School,Married,Unemployed,6,2,2,2,99.61,['unjust_provocation_severe'],[],False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2665,25-34,Male,Turk,Rent,False,True,True,False,False,False,True,False,True,False,False,Primary School,Single,Employed,2,3,2,2,77.06,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2666,25-34,Male,Turk,Rent,True,False,False,True,True,False,True,False,True,True,True,Primary School,Single,Employed,7,3,2,2,92.97,"['mental_disorder_partially', 'unjust_provocation_mild']",['femicide'],True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2667,25-34,Male,Turk,Rent,False,False,True,True,True,False,True,True,False,False,False,Literate without schooling,Married,Student,3,1,2,1,51.66,[],['to_cover_another_crime'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2668,45-54,Female,Turk,Rent,True,True,False,False,True,False,False,False,True,False,False,High School,Married,Unemployed,3,5,2,2,95.17,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2669,25-34,Female,Turk,Houseowner,True,False,True,True,False,False,True,False,False,False,True,Primary School,Single,Student,3,4,2,2,91.23,[],['blood_feud'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2670,18-24,Male,Turk,Houseowner,True,True,False,True,True,False,False,True,True,True,True,Middle School,Single,Student,5,4,2,2,83.78,['unjust_provocation_severe'],['premeditated_kill'],False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2671,25-34,Male,Turk,Homeless,False,False,True,True,False,True,False,True,True,True,True,Illiterate,Single,Employed,3,3,2,2,67.17,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2672,25-34,Male,Turk,Rent,False,False,True,False,True,False,True,False,False,False,True,High School,Married,Student,2,4,2,2,91.61,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2673,35-44,Male,Turk,Houseowner,False,True,True,True,False,False,True,True,True,True,False,Middle School,Single,Student,4,3,2,2,86.25,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2674,18-24,Male,Turk,Houseowner,True,True,True,True,True,False,True,True,True,False,True,High School,Married,Retired,4,3,2,2,91.58,['unjust_provocation_mild'],[],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2675,35-44,Male,Turk,Houseowner,False,False,False,False,True,True,True,True,False,True,False,Middle School,Single,Student,2,4,2,2,65.73,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2676,18-24,Male,Turk,Rent,True,True,False,False,False,False,True,False,True,False,False,Primary School,Single,Employed,1,4,2,2,81.83,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2677,35-44,Male,Turk,Houseowner,False,True,False,True,True,False,True,False,False,True,False,Primary School,Married,Unemployed,1,3,2,2,92.13,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2678,25-34,Male,Other,Rent,False,True,True,True,False,False,True,False,True,False,True,Primary School,Single,Retired,4,2,2,2,54.56,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2679,25-34,Male,Other,Rent,False,True,True,False,True,False,True,True,False,False,False,Primary School,Single,Retired,4,1,2,1,57.29,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2680,12-14,Male,Turk,Houseowner,False,False,False,True,False,False,False,False,False,False,False,Literate without schooling,Single,Student,0,3,2,2,58.59,['age_12-14'],['premeditated_kill'],False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2681,35-44,Male,Turk,Houseowner,False,False,False,True,False,True,True,True,False,True,False,Literate without schooling,Single,Unemployed,4,1,2,2,86.77,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2682,45-54,Male,Turk,Homeless,False,False,False,True,False,True,False,False,False,True,True,Middle School,Single,Retired,5,3,2,2,64.94,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2683,35-44,Male,Turk,Houseowner,True,False,True,True,False,True,True,True,False,True,True,Primary School,Single,Student,3,4,2,2,84.54,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2684,35-44,Male,Turk,Rent,False,False,False,True,True,True,True,False,True,False,True,Middle School,Single,Student,3,2,2,2,65.18,['mental_disorder_partially'],[],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2685,18-24,Male,Turk,Rent,True,True,False,False,False,False,True,True,False,True,False,High School,Married,Unemployed,5,2,2,2,95.83,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2686,25-34,Female,Turk,Rent,True,True,False,False,False,False,False,True,False,False,True,Primary School,Single,Unemployed,4,5,2,2,95.74,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2687,18-24,Male,Turk,Houseowner,False,True,False,False,True,False,True,False,False,False,False,Primary School,Single,Retired,3,1,2,1,86.13,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2688,18-24,Male,Turk,Rent,True,True,False,True,True,False,False,False,False,False,True,Middle School,Single,Unemployed,1,3,2,2,89.91,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2689,35-44,Male,Turk,Rent,False,False,True,True,False,True,False,False,True,False,True,Middle School,Single,Unemployed,2,3,2,2,90.73,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2690,25-34,Male,Turk,Rent,False,True,True,True,True,False,False,False,True,False,False,High School,Single,Unemployed,3,1,2,1,51.86,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2691,35-44,Male,Other,Rent,True,True,True,True,True,False,True,True,False,True,True,High School,Single,Unemployed,2,4,2,2,83.2,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2692,25-34,Male,Turk,Rent,False,True,True,True,False,False,True,False,True,False,True,Primary School,Single,Retired,3,3,2,2,71.14,['unjust_provocation_mild'],['monstrous'],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2693,35-44,Female,Turk,Rent,False,True,True,False,True,False,False,False,True,False,False,Primary School,Single,Student,3,3,2,2,85.48,"['mental_disorder_partially', 'discretionary_mitigation']",[],True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2694,35-44,Male,Turk,Houseowner,False,False,True,True,True,True,True,True,True,False,False,High School,Divorced,Employed,4,1,2,2,88.87,['mental_disorder_partially'],[],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2695,35-44,Male,Other,Houseowner,False,True,False,False,True,False,False,True,False,False,False,Primary School,Married,Employed,5,3,2,2,91.61,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2696,25-34,Female,Turk,Homeless,True,True,True,False,True,False,False,True,True,False,False,Primary School,Single,Unemployed,2,3,2,2,77.38,[],['tradition'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2697,35-44,Male,Turk,Rent,True,True,False,True,True,True,True,True,True,False,True,Primary School,Single,Student,2,3,2,2,62.03,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2698,12-14,Male,Other,Homeless,False,False,False,False,False,False,False,True,True,False,False,Illiterate,Single,Student,0,3,2,2,82.73,"['age_12-14', 'unjust_provocation_moderate']",['premeditated_kill'],False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2699,35-44,Male,Turk,Rent,False,False,True,True,True,False,False,True,True,True,False,High School,Single,Retired,6,4,2,2,96.13,['mental_disorder_partially'],[],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2700,12-14,Male,Turk,Rent,False,False,False,False,False,False,False,False,False,False,False,Illiterate,Single,Student,0,3,2,2,94.8,"['age_12-14', 'unjust_provocation_moderate']",[],False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2701,25-34,Female,Turk,Houseowner,False,False,False,True,True,True,True,True,False,False,False,Middle School,Married,Retired,3,3,2,2,76.93,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2702,18-24,Male,Other,Houseowner,False,False,True,False,False,False,True,False,True,False,False,High School,Single,Employed,4,2,2,2,82.28,['unjust_provocation_mild'],[],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2703,45-54,Male,Turk,Houseowner,False,False,True,True,False,False,False,False,True,False,False,Primary School,Divorced,Student,5,2,2,2,83.71,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2704,25-34,Male,Other,Rent,False,False,False,False,True,False,False,False,True,False,False,Middle School,Married,Retired,2,6,2,2,87.07,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2705,25-34,Male,Other,Rent,False,False,True,False,False,False,True,False,False,True,False,High School,Divorced,Retired,6,2,2,2,93.52,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2706,45-54,Female,Other,Houseowner,True,False,True,True,True,False,False,False,False,True,False,High School,Single,Unemployed,4,4,2,2,95.24,"['mental_disorder_partially', 'unjust_provocation_severe']",['relative'],True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2707,45-54,Male,Turk,Houseowner,False,False,False,True,True,False,False,True,False,False,False,Primary School,Married,Student,5,3,2,2,88.37,['unjust_provocation_mild'],[],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2708,45-54,Male,Turk,Rent,False,True,True,False,False,False,True,False,False,False,True,High School,Single,Employed,6,2,2,2,97.84,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2709,45-54,Male,Other,Rent,False,True,False,True,True,False,True,True,True,False,True,Middle School,Single,Student,4,3,2,2,67.42,['unjust_provocation_mild'],[],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2710,25-34,Male,Turk,Rent,False,False,True,False,True,False,True,True,True,True,False,Middle School,Married,Student,4,4,2,2,83.4,['mental_disorder_partially'],['femicide'],True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2711,25-34,Male,Turk,Homeless,False,True,True,True,True,False,True,True,False,True,False,Middle School,Single,Employed,2,2,2,1,55.09,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2712,18-24,Male,Turk,Rent,True,True,True,True,False,False,False,True,True,False,True,Middle School,Single,Employed,8,1,2,2,80.45,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2713,35-44,Male,Turk,Houseowner,False,False,True,True,True,False,False,True,False,True,False,Middle School,Married,Retired,7,3,2,2,96.45,['unjust_provocation_mild'],['relative'],False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2714,55-64,Male,Turk,Houseowner,False,True,False,True,True,False,True,True,True,False,False,High School,Married,Student,3,4,2,2,94.91,['mental_disorder_partially'],[],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2715,25-34,Female,Other,Rent,True,False,True,False,True,False,True,True,False,False,True,Primary School,Married,Unemployed,6,2,2,2,92.9,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2716,25-34,Male,Turk,Homeless,False,True,False,True,True,False,True,True,False,False,True,Middle School,Divorced,Retired,3,2,2,1,63.01,['mental_disorder_partially'],['premeditated_kill'],True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2717,25-34,Female,Turk,Rent,True,True,True,True,True,False,True,True,False,False,True,Middle School,Single,Student,2,4,2,2,83.83,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2718,12-14,Female,Other,Houseowner,False,False,False,False,False,True,False,True,False,False,False,Illiterate,Single,Student,0,3,2,2,85.56,['age_12-14'],['tradition'],False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2719,25-34,Male,Turk,Houseowner,True,True,True,False,False,False,False,True,False,False,False,Illiterate,Single,Student,3,3,2,2,92.91,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2720,25-34,Male,Turk,Rent,True,True,False,True,False,True,True,True,False,False,False,High School,Married,Student,4,1,2,2,83.4,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2721,35-44,Female,Turk,Houseowner,False,True,False,True,False,False,False,False,False,False,False,Primary School,Married,Unemployed,3,3,2,2,92.53,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2722,45-54,Male,Turk,Houseowner,False,True,True,True,False,False,True,False,False,False,True,Primary School,Single,Student,2,3,2,2,77.27,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2723,15-17,Male,Other,Homeless,False,True,False,False,False,False,False,True,True,False,False,Illiterate,Single,Employed,0,3,2,2,82.8,['age_15-17'],['public_servant'],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2724,25-34,Male,Turk,Rent,False,True,False,False,True,False,True,False,False,False,False,Literate without schooling,Married,Unemployed,2,1,2,2,53.76,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2725,18-24,Male,Other,Rent,False,False,False,True,False,True,False,True,True,True,False,Middle School,Single,Student,3,3,2,2,65.97,[],['child'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2726,18-24,Male,Turk,Rent,True,False,True,True,False,False,True,False,True,True,False,Middle School,Married,Retired,6,2,2,2,95.45,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2727,35-44,Male,Turk,Rent,False,False,False,False,True,True,False,False,False,False,False,Middle School,Married,Retired,5,2,2,2,90.86,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2728,35-44,Male,Turk,Rent,False,False,True,False,True,False,True,True,True,False,False,Middle School,Married,Unemployed,3,3,2,2,91.46,"['mental_disorder_partially', 'unjust_provocation_mild']",['femicide'],True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2729,25-34,Male,Turk,Rent,True,False,True,False,True,False,True,False,True,False,False,Primary School,Married,Unemployed,2,3,2,2,79.78,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2730,25-34,Male,Turk,Houseowner,False,True,True,True,True,False,True,False,False,True,False,Primary School,Single,Unemployed,2,1,2,1,59.09,['mental_disorder_partially'],['relative'],True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2731,25-34,Male,Turk,Rent,False,True,False,True,True,False,False,False,True,False,False,Primary School,Married,Unemployed,4,1,2,2,71.15,['mental_disorder_partially'],['premeditated_kill'],True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2732,35-44,Male,Turk,Rent,True,True,True,True,False,False,False,True,False,False,False,Primary School,Divorced,Unemployed,3,2,2,2,63.26,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2733,35-44,Male,Turk,Houseowner,True,True,False,False,False,False,True,False,True,True,True,Primary School,Single,Student,5,5,2,2,94.33,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2734,45-54,Male,Turk,Rent,False,False,True,True,True,True,False,False,True,True,False,Primary School,Single,Student,5,1,2,2,72.01,"['mental_disorder_partially', 'unjust_provocation_mild']",['premeditated_kill'],True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2735,15-17,Male,Other,Rent,False,False,False,False,False,False,False,False,False,False,False,Illiterate,Single,Student,0,3,2,2,94.98,"['age_15-17', 'unjust_provocation_mild']",['relative'],False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2736,25-34,Male,Turk,Rent,False,False,False,True,False,False,False,True,False,False,True,Literate without schooling,Single,Unemployed,6,2,2,2,99.19,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2737,12-14,Male,Other,Rent,False,False,True,True,False,False,False,True,False,False,False,Primary School,Single,Student,0,3,2,2,62.77,['age_12-14'],['femicide'],False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2738,25-34,Male,Turk,Rent,False,False,True,True,True,False,True,True,True,True,False,Primary School,Single,Unemployed,1,4,2,2,80.71,"['mental_disorder_partially', 'unjust_provocation_moderate']",['monstrous'],True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2739,25-34,Male,Turk,Houseowner,True,False,True,True,True,False,False,False,False,True,False,Middle School,Single,Employed,3,5,2,2,82.55,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2740,15-17,Male,Turk,Rent,False,False,False,True,False,True,False,False,False,False,True,Illiterate,Single,Student,0,2,2,2,91.0,"['age_15-17', 'unjust_provocation_severe']",['destructive'],False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2741,35-44,Female,Turk,Homeless,True,False,False,True,True,False,False,False,False,True,False,High School,Single,Student,4,4,2,2,76.3,['mental_disorder_partially'],['monstrous'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2742,35-44,Male,Turk,Homeless,False,False,True,True,False,False,True,True,True,False,True,Middle School,Single,Retired,2,5,2,2,88.58,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2743,25-34,Female,Turk,Houseowner,True,True,False,False,False,True,True,True,False,False,False,Middle School,Married,Unemployed,4,2,2,2,88.37,['unjust_provocation_moderate'],[],False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2744,25-34,Female,Turk,Houseowner,False,True,True,True,True,False,False,False,False,False,False,Literate without schooling,Married,Retired,1,4,2,2,94.87,"['mental_disorder_partially', 'unjust_provocation_moderate']",['relative'],True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2745,12-14,Male,Other,Houseowner,False,True,False,False,False,False,False,False,False,False,False,Illiterate,Single,Employed,0,3,2,2,89.89,['age_12-14'],['premeditated_kill'],False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2746,35-44,Male,Other,Homeless,False,True,True,True,True,False,False,False,False,True,False,Illiterate,Married,Employed,4,0,2,2,76.58,"['mental_disorder_partially', 'unjust_provocation_mild']",[],True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2747,18-24,Male,Turk,Rent,False,True,True,False,True,False,False,False,False,True,False,High School,Married,Employed,6,1,2,2,97.84,[],['blood_feud'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2748,45-54,Female,Turk,Rent,True,True,True,True,False,False,False,False,True,False,False,Primary School,Divorced,Retired,4,4,2,2,88.13,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2749,35-44,Female,Other,Rent,False,False,False,True,True,False,True,True,False,False,True,Literate without schooling,Married,Student,6,2,2,2,95.54,[],['blood_feud'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2750,25-34,Female,Turk,Rent,False,False,False,True,True,True,True,False,True,False,False,Middle School,Married,Unemployed,3,1,2,2,64.35,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2751,25-34,Male,Turk,Houseowner,False,True,True,True,False,False,True,False,False,True,True,Primary School,Married,Student,5,2,2,2,83.71,[],['monstrous'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2752,25-34,Male,Turk,Rent,False,False,True,True,True,False,True,False,True,False,False,High School,Single,Employed,1,4,2,2,92.64,"['mental_disorder_partially', 'unjust_provocation_mild']",['monstrous'],True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2753,25-34,Male,Turk,Rent,False,True,False,False,False,True,True,False,True,False,True,Literate without schooling,Divorced,Retired,5,1,2,2,65.43,[],['child'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2754,35-44,Male,Other,Rent,True,True,False,True,False,False,False,True,True,False,True,Primary School,Single,Employed,8,3,2,2,96.76,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2755,25-34,Female,Turk,Houseowner,False,True,True,False,True,True,True,True,True,False,True,Primary School,Single,Student,1,4,2,2,89.0,['mental_disorder_partially'],['premeditated_kill'],True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2756,35-44,Male,Turk,Rent,False,False,True,False,True,False,False,False,True,True,True,Literate without schooling,Single,Employed,5,5,2,2,96.19,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2757,35-44,Male,Turk,Houseowner,True,True,True,False,False,False,False,False,False,False,False,Literate without schooling,Married,Unemployed,4,2,2,2,90.46,[],['child'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2758,35-44,Male,Other,Houseowner,True,True,False,True,True,True,False,True,True,True,False,Illiterate,Single,Student,4,2,2,2,69.73,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2759,35-44,Male,Turk,Houseowner,False,False,True,True,False,True,True,False,False,False,True,Primary School,Married,Student,4,1,2,2,87.41,[],['public_servant'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
